CARDID,COMPANYID,CREATEDAT,CURRENCY,ID,ISACTIVE,ISSUERTYPEID,MERCHANTID,STATUSID,UPDATEDAT,USERID,AMOUNT_USD
5a6010a5-70da-4f43-aaa9-4c40c11ff16c,2030d3a6-5063-442a-93ad-2625ad66b2bf,2022-02-03 00:04:42.890 +0000,usd,9bef1a91-8599-4e85-b188-deb4502abc26,TRUE,3,5dc7d147-0bfb-4514-8ea9-923bc135e51e,0,2022-02-03 00:04:43.070 +0000,6bdf9147-8c57-4fa5-9eff-1842f1be0771,23.812233338
4b48bbfd-9744-4320-b59f-2e20f5800c9f,bd6437f0-d5d3-4d38-a678-d2df3edf9201,2021-06-23 08:01:10.000 +0000,usd,7d57fab3-0600-4242-987a-2be4bfaadca7,TRUE,1,47abd07d-4762-4213-bee2-559edcdc9474,1,2021-06-24 15:32:59.767 +0000,2cc27249-86da-4fcb-bb7a-102f4a2f14b7,0.0496874969
3aaacca4-fbfc-4b93-a539-eb389c3bac05,bd6437f0-d5d3-4d38-a678-d2df3edf9201,2021-07-25 18:57:42.000 +0000,usd,ede48af3-8e8a-4d7a-8d2d-31d4db2a85f3,TRUE,1,7c5cea92-6e3f-478f-89a2-41081c009f0f,1,2021-07-26 16:02:24.497 +0000,3346af79-f2c4-4b43-b64c-ccc4e7d6dad5,104.087257222
3aaacca4-fbfc-4b93-a539-eb389c3bac05,bd6437f0-d5d3-4d38-a678-d2df3edf9201,2021-09-11 00:21:44.000 +0000,usd,fd37105d-a12e-47c1-8bb3-fae1d7fba55f,TRUE,1,5c15e37c-bd3b-4b08-82a2-234377e94876,1,2021-09-12 03:05:46.853 +0000,3346af79-f2c4-4b43-b64c-ccc4e7d6dad5,40.265477234
3aaacca4-fbfc-4b93-a539-eb389c3bac05,bd6437f0-d5d3-4d38-a678-d2df3edf9201,2022-01-06 02:28:04.000 +0000,usd,86e0ede9-0ac6-4940-a667-044980a92078,TRUE,1,4aecf2af-05ee-445a-bbd8-2f3a8e73df7a,1,2022-01-06 17:55:47.823 +0000,3346af79-f2c4-4b43-b64c-ccc4e7d6dad5,385.263559427
3aaacca4-fbfc-4b93-a539-eb389c3bac05,bd6437f0-d5d3-4d38-a678-d2df3edf9201,2021-10-06 17:39:41.000 +0000,usd,cb3cf1ef-b102-46b7-8c7f-3cb4c9a6e37f,TRUE,1,ac4a846a-650c-4217-b2ca-c367ce2e1775,1,2021-10-07 16:09:07.640 +0000,3346af79-f2c4-4b43-b64c-ccc4e7d6dad5,145.656883053
3aaacca4-fbfc-4b93-a539-eb389c3bac05,bd6437f0-d5d3-4d38-a678-d2df3edf9201,2021-03-22 02:13:09.000 +0000,usd,9c92e509-2f41-4790-9c4e-689df9272db4,TRUE,1,1ea421b9-1d50-45d5-b365-e317e580f53d,1,2021-03-22 14:47:36.913 +0000,3346af79-f2c4-4b43-b64c-ccc4e7d6dad5,225.906982988
3aaacca4-fbfc-4b93-a539-eb389c3bac05,bd6437f0-d5d3-4d38-a678-d2df3edf9201,2021-07-31 12:54:49.000 +0000,usd,e440be6f-b0ac-4727-ab49-d7a7a783d9d0,TRUE,1,4df94040-6be1-43eb-8283-95c76ef1e2fa,1,2021-08-01 16:14:00.757 +0000,3346af79-f2c4-4b43-b64c-ccc4e7d6dad5,49.710499131
76bc8fff-41ad-40fd-b9b1-b8a54d679ee3,2030d3a6-5063-442a-93ad-2625ad66b2bf,2021-10-25 16:42:34.660 +0000,usd,6d8a8603-c8ae-4429-b50b-89d729c2f613,TRUE,3,98ad7dad-add0-40e0-b110-4043d2338786,1,2021-10-26 13:58:01.330 +0000,6bdf9147-8c57-4fa5-9eff-1842f1be0771,79.459368353
2d00b970-ec7c-49ee-aae6-ac7525043a74,bd6437f0-d5d3-4d38-a678-d2df3edf9201,2021-08-15 07:42:55.000 +0000,usd,d1efb973-1ffa-4004-a3f7-7dfd3882b21d,TRUE,1,ba492a13-480b-490f-ac09-d10109f30f19,1,2021-08-16 18:12:08.783 +0000,46d86c1a-9368-4e38-8c8b-c1593b90cf8f,114.610748607
ff95ad4d-25f3-4d69-af88-515eb84a2f36,a7fd84bd-e13c-49c2-9b08-074c3478d168,2020-11-10 02:01:18.000 +0000,usd,1d87f033-f060-488d-b277-85218b1829ec,TRUE,1,703e6594-7107-405d-8ef4-fd1158e213f4,1,2020-11-13 03:42:55.477 +0000,e65ea6b3-b5c5-46b3-b972-a104795e7472,15.208401172
3aaacca4-fbfc-4b93-a539-eb389c3bac05,bd6437f0-d5d3-4d38-a678-d2df3edf9201,2021-09-18 02:18:12.000 +0000,usd,54294968-9bd8-4dd1-abf8-cb9f8a8db186,TRUE,1,ec1805db-616d-42c7-8ad7-3225f3a58d1a,1,2021-09-18 16:53:03.953 +0000,3346af79-f2c4-4b43-b64c-ccc4e7d6dad5,113.553778498
b1316c88-7b37-422f-a082-0ba77c395fb3,bd6437f0-d5d3-4d38-a678-d2df3edf9201,2022-01-02 14:03:24.000 +0000,usd,0b8d3042-74a5-43e5-9693-918d529e9faa,TRUE,1,eb1522dd-c723-4bcc-95a3-e0d158794e86,1,2022-01-03 17:13:03.303 +0000,3346af79-f2c4-4b43-b64c-ccc4e7d6dad5,7.765261452
3aaacca4-fbfc-4b93-a539-eb389c3bac05,bd6437f0-d5d3-4d38-a678-d2df3edf9201,2021-05-18 00:09:03.000 +0000,usd,9b01b414-595e-48c5-966d-dd0b1b235477,TRUE,1,945433f5-a49a-46bc-be1b-e5fac868750e,1,2021-05-19 15:49:35.570 +0000,3346af79-f2c4-4b43-b64c-ccc4e7d6dad5,70.386662648
c69ef270-1094-4049-9d22-7b80f0e996f8,7bf43bd2-5be3-4958-8aa6-0f91d05c5022,2021-04-15 01:07:28.000 +0000,usd,80136057-14f1-48e8-bb96-924a9593d854,TRUE,1,3ccb1947-8262-4bb9-b17d-60ee51c83fb8,1,2021-04-15 15:09:54.163 +0000,70bd6228-51a6-43ba-828a-7063c3538a79,2.412940624
3aaacca4-fbfc-4b93-a539-eb389c3bac05,bd6437f0-d5d3-4d38-a678-d2df3edf9201,2021-05-18 02:17:18.000 +0000,usd,34cf5a81-57a5-4316-a4c4-a4606a39bd60,TRUE,1,c3094803-a23d-462c-96f6-df6cea37eaca,1,2021-05-19 15:46:03.443 +0000,3346af79-f2c4-4b43-b64c-ccc4e7d6dad5,102.180614084
